SKU,Nombre,Marca,Precio,Rating,Tags,Descripcion,link,fecha
MPM00014305362,CALL OF DUTY: BLACK OPS 4 EU - PS4 - SNIPER FRENCH COVER,SONY,$34.990,Sin,"Sony, Playstation 4, Videojuegos","Call of Duty: Black Ops 4 es un videojuego de acción y disparos en primera persona, desarrollado por Treyarch y distribuido por Activision, para las plataformas PlayStation 4, Xbox One y Microsoft Windows.ADVERTENCIA CARATULA EN FRANCÉS",https://simple.ripley.cl/call-of-duty-black-ops-4-eu-ps4-sniper-french-cover-mpm00014305362,19/07/2021
MPM00014305374,DEAD BY DAYLIGHT SPECIAL EDITION - PS4 - SNIPER,SONY,$34.990,Sin,"Sony, Playstation 4, Videojuegos","Dead by Daylight es un videojuego de terror multijugador (4c1), donde un jugador asume el rol de un salvaje asesino y los otros cuatro juegan como los supervivientes. Tendrán que evitar que el asesino los atrape, los torture y termine por aniquilarlos.Los supervivientes juegan en tercera persona y tienen la ventaja de contar con una mayor conciencia de la situación. Por el contrario, el asesino juega en primera persona y está mucho más concentrado en la presa.En cada encuentro, el objetivo de los supervivientes es escapar el campo de matanza sin que los atrape el asesino. Suena más fácil de lo que es, en especial cuando el entorno cambia cada vez que juegas.Multijugador online (2-5 jugadores). Requiere una suscripción pagada a PlayStation Plus. Las funciones online requieren tener una cuenta y están sujetas a nuestros términos de servicio (playstationnetwork.com/terms-of-service), nuestra política de privacidad (playstationnetwork.com/privacy-policy) y la política de privacidad del editor del juego.Usa la función de vibración DUALSHOCK 4Se requiere juego onlineLas funciones en línea requieren una cuenta y están sujetas a los términos de servicio y a la correspondiente política de privacidad (visita playstationnetwork.com para consultar los términos de servicio y las correspondientes políticas de privacidad de tu país).",https://simple.ripley.cl/dead-by-daylight-special-edition-ps4-sniper-mpm00014305374,19/07/2021
MPM00014305386,NICKELODEON KART RACERS 2: GRAND PRIX - PS4 - SNIPER,SONY,$54.990,Sin,"Sony, Playstation 4, Videojuegos","¡Nickelodeon Kart Racers está de vuelta y hemos traído a toda la pandilla y MÁS! En Nickelodeon Kart Racers 2: Grand Prix, puedes seleccionar entre 30 personajes jugables y 70 personajes acompañantes para reunir a tu mejor equipo de boxes en tu serie favorita de Nickelodeon, incluyendo Jojo Siwa, Bob Esponja, Teenage Mutant Ninja Turtles, Rugrats, Hey Arnold, Ren & Stimpy, The Loud House ¡y más!30 personajes jugables y 70 acompañantes.Decenas de miles de combinaciones diferentes de personajes estelares.28 pistas y dos arenas.Karts personalizables con múltiples potenciadores y ataques especiales.Modo online hasta ocho jugadores y multijugador local para cuatro jugadores.",https://simple.ripley.cl/nickelodeon-kart-racers-2-grand-prix-ps4-sniper-mpm00014305386,19/07/2021
MPM00018679550,CYBERPUNK 2077 PS4,SONY,$48.900,1,"Sony, Playstation 4, Videojuegos","RESUMEN DEL JUEGOConviértete en un mercenario en la metrópolis viva de Night City.Cyberpunk 2077 es una aventura de acción de mundo abierto de los creadores de The Witcher 3: Wild Hunt, CD Projekt Red.Ambientado en Night City, una megalópolis obsesionada con el poder, el glamour y las modificaciones corporales, jugarás como V, un forajido mercenario en busca de un implante único en su especie que es la clave para la inmortalidad.Personaliza los elementos cibernéticos, las habilidades y el estilo de juego de tu personaje y explora una gran ciudad donde las decisiones que tomas dan forma a la historia y al mundo que te rodea.Conviértete en un forajidoEmbárcate en la vida de un ciberpunk, un mercenario urbano equipado con mejoras cibernéticas, y forja una leyenda en las calles de Night City.Cyberpunk 2077 - Explora el futuro - Características principales captura de pantallaExplora el futuroEntra en el enorme mundo abierto de Night City, un paisaje urbano tecnológico noir en expansión esculpido con gráficos de última tecnología e intensa profundidad interactiva.Cyberpunk 2077 - Busca la vida eterna - Características principales captura de pantallaBusca la vida eternaToma el trabajo más arriesgado de tu vida y persigue el prototipo de un implante que se cree que contiene la clave de la inmortalidad.1 JugadorIncluye 2 DiscosSubtitulos en Español",https://simple.ripley.cl/cyberpunk-2077-ps4-mpm00018679550,19/07/2021
MPM00018378320,WATCH DOGS LEGION PS5,SONY,$49.900,Sin,"Sony, Playstation 4, Videojuegos","DESCRIPCIÓN GENERAL DEL JUEGOBienvenidos a la ResistenciaConstruye una resistencia frente a casi todos mientras pirateas, te infiltras y luchas para recuperar un Londres de un futuro cercano que se aproxima a su perdición.Recluta y juega como cualquiera en la ciudad. Cada persona a la que veas tiene una historia, personalidad y conjunto de habilidades únicos. Piratea drones armados, despliega arañas-robot y elimina enemigos con un Camuflaje de Realidad Aumentada. Explora un mundo abierto urbano enorme con muchos de los monumentos icónicos de Londres y actividades secundarias divertidas. Lleva a tus reclutas online y forma equipo con tus amigos para completar misiones y contenido desafiante de fin de juego.1 Jugador2-8 Jugadores en RED",https://simple.ripley.cl/watch-dogs-legion-ps5-mpm00018378320,19/07/2021
MPM00015472168,THE SIMS 4 PLUS ISLAND LIVING BUNDLE PS4,ELECTRONIC ARTS,$15.990,Sin,"Sony, Playstation 4, Videojuegos","<p><strong>Tú creas. Tú decides. Tú mandas en Los Sims 4</strong>. Crea nuevos Sims con personalidades marcadas y aspectos definidos. ¡Controla la mente, el cuerpo y el corazón de tus Sims y juega a la vida!</p><p>Los Sims 4 es el juego de simulación social que te ofrece el poder de crear y controlar a gente. Disfruta de la creatividad, el humor, la evasión y la libertad que proporciona jugar a la vida en Los Sims 4.</p><p>caracteristicas</p><p> Crea a quien quieras</p><p> Construye la casa perfecta</p><p> Juega a la vida</p><p>*Inteligencia:Tus Sims se mueven y actúan de forma más natural que nunca, realizando varias tareas a la vez, expresando sus emociones mediante su modo de caminar, etc. Elige las personalidades de tus Sims, selecciona sus aspiraciones y explora en profundidad sus objetivos vitales a través de sus pensamientos, habilidades sociales, profesiones y recuerdos.</p><p>*Nuevas herramientas creativas: Los modos Crear un Sim y Construir son más potentes, intuitivos y divertidos que nunca, y te ofrecen la libertad de crear Sims con precisión táctil. Construye la casa de tus sueños sin ningún esfuerzo con el nuevo modo Construir por habitaciones.</p><p>*Grandes recompensas: Gana nuevos objetos, atuendos y rasgos completando pruebas, descubriendo elementos coleccionables y desbloqueando logros.</p><p>*Comparte tus creaciones: Comparte las unidades domésticas de tus Sims con tus amigos y la comunidad.</p>",https://simple.ripley.cl/the-sims-4-plus-island-living-bundle-ps4-mpm00015472168,19/07/2021
MPM00015472156,BATTLEFIELD V PS4 - US,ELECTRONIC ARTS,$24.990,Sin,"Sony, Playstation 4, Videojuegos","Informacion del juegoVive el mayor conflicto de la humanidad con Battlefield V gracias a este regreso de la saga a sus origenes con una representacion inedita de la Guerra Mundial II. Lucha con tu patrulla en un multijugador sin cuartel de gran exigencia f?sica en modos como el inmenso Grandes.operaciones y el cooperativo Armas combinadas, o vive el drama humano con el combate global de fondo en las Historias de guerra de la campana. Lucha en ubicaciones epicas, totalmente inesperadas, por todo el mundo, y disfruta del Battlefield mas diverso y completo hasta la fecha.Caracteristicas*La Segunda Guerra Mundial como no la hab?as visto nunca - Lleva la lucha a momentos desconocidos, aunque cruciales, de la guerra, y acompana a Battlefield en esta vuelta a sus inicios.*Multijugador para 64 jugadores en el caos de la guerra total - Dirige a tu compania en un multijugador sin cuartel y vive otras experiencias con el inmenso modo Grandes operaciones. Juega en modos clasicos como Conquista o aliate con tus amigos en el cooperativo Armas combinadas.*El Battlefield mas fisico hasta la fecha - Maniobra por el campo de batalla con otros ajustes de movimiento para el soldado, fortificaciones y herramientas moviles de destruccion.*Vientos de guerra - Emb?rcate en un viaje donde las entregas de contenido os transportan a tu compania y a ti a una gran variedad de ubicaciones clave de la Segunda Guerra Mundial., donde otros campos y piezas de equipo nos esperan.",https://simple.ripley.cl/battlefield-v-ps4-us-mpm00015472156,19/07/2021
MPM00017444516,HITMAN DEFINITIVE EDITION PS4,WARNER BROS,$15.990,Sin,"Sony, Playstation 4, Videojuegos","<strong>Mas informacion del producto</strong><span class=""tlid-translation translation"" lang=""es""><span class="""" title=""""><strong>HITMAN - Definitive Edition</strong> reúne todos los episodios y ubicaciones de la primera temporada de HITMAN, además de la campaña de bonificación Paciente cero y el contenido del Juego del año.</span> <span class="""" title="""">¡Todos los contratos de escalamiento, los contratos destacados y los paquetes de desafío también se incluyen en la edición definitiva!</span> <span class="""" title="""">Como Agente 47, realizarás contratos contra objetivos poderosos y de alto perfil en una intensa historia de suspenso y espías en un mundo de asesinatos.</span></span>Caracteristicas<div class=""text-wrap tlid-copy-target""><div class=""result-shield-container tlid-copy-target"" tabindex=""0""><span class=""tlid-translation translation"" lang=""es""><span title="""">* Como Agente 47, realizarás contratos contra objetivos poderosos y de alto perfil en una intensa historia de suspenso y espías en un mundo de asesinatos.* <span class="""" title="""">HITMAN: Definitive Edition reúne todos los episodios y ubicaciones de la primera temporada de HITMAN, además de la campaña de bonificación Paciente cero y el contenido del Juego del año.</span></span></span></div></div><div class=""tlid-result-transliteration-container result-transliteration-container transliteration-container""><div class=""tlid-transliteration-content transliteration-content full""></div></div>&nbsp;",https://simple.ripley.cl/hitman-definitive-edition-ps4-mpm00017444516,19/07/2021
MPM00016719340,CALL OF DUTY BLACK OPS COLD WAR - PS5 - SNIPER,SONY,$79.990,Sin,"Sony, Playstation 4, Videojuegos",Call of Duty: Black Ops Cold War es un videojuego de disparos en primera persona desarrollado por Treyarch y Raven Software y publicado por Activision. Es la quinta entrega y a la vez es un reboot de la serie Black Ops y el decimoséptimo Call of Duty.,https://simple.ripley.cl/call-of-duty-black-ops-cold-war-ps5-sniper-mpm00016719340,19/07/2021
2000381576406P,PS5 FIFA 21,SONY,$64.990,Sin,"Sony, Playstation 4, Videojuegos","PS5 FIFA 21Disfruta la experiencia de FIFA 21 para PlayStation5, con nuevas funciones que llevan al Mejor Juego de fútbol del mundo a otro nivel. En el campo y en las gradas, la tecnología del siguiente nivel es desbloqueada por el poder de la nueva generación de consolas, la cual te permitirá jugar, ver y avanzar al siguiente nivel en estadios ultra realistas que te harán sentir la experiencia de un día de partido más auténtica en la historia de EA SPORTS FIFA.RESPUESTA HÁPTICA DEL CONTROL DUALSENSE™ DE PS5™: Desde bloqueos para salvar goles de último momento hasta los gritos del público en las gradas, el nuevo control DualSense en PlayStation®5 con retroalimentación háptica y receptiva, profundiza la experiencia del juego. Sentirás el impacto de los tiros, pases y tacleadas con sensaciones hápticas envolventes del control, los cuales responden a lo que sucede en el campo y así sentir el ritmo del juego en tus manos.BATALLAS FÍSICAS MEJORADAS: El sistema de interacción ampliado entre los jugadores aplica nuestra tecnología de movimiento real del jugador (RPMT) en las disputas por el balón. Siente la mejora de física en la lucha por la posesión durante el juego abierto y en jugadas de táctica fija mientras los jugadores se empujan y se jalan con un nivel de respuesta nunca visto.IMÁGENES Y SONIDOS: Con miles de cantos auténticos capturados exclusivamente en las competencias más importantes del mundo, como la Premier League, LaLiga y la Bundesliga, FIFA 21 te permitirá disfrutar —tanto en las consolas de esta generación como de la siguiente— de la experiencia definitiva de sonido atmosférico de EA SPORTS, que no tiene rival en la industria de los videojuegos deportivos.PROGRESO COMPARTIDO: Lleva la plantilla de tu Club de FUT y VOLTA FOOTBALL de PlayStation®4 a PlayStation®5 y viceversa con mercados de transferencias y marcadores intergeneracionales en FUT 21. También podrás aprovechar todo el progreso y el contenido que tengas en FUT y VOLTA FOOTBALL.TIEMPOS DE CARGA ULTRARRÁPIDOS: El poder de las consolas de nueva generación acelera los tiempos de carga para que empieces a jugar más rápido que nunca. Desde Patada Inicial hasta el modo Carrera, los entornos de estadio se cargarán a una velocidad sin precedentes para que empieces el partido en segundos y no pierdas la concentración.ACTIVIDADES DE PLAYSTATION: Ya sea que tu próximo partido lo defina todo en el modo Carrera o que te estés preparando para sorprender al mundo con tu PLANTILLA DE VOLTA, Actividades de PlayStation te permitirá pasar de la pantalla de inicio de PlayStation a tu modo de juego favorito en segundos para no perderte nada de la acción.GAMECAM DE EA SPORTS: Inspirada en la apariencia de las transmisiones de fútbol de alto nivel, una nueva cámara de juego te brindará una perspectiva fresca, pero familiar, de cada partido. Verás más del campo para ayudarte a planificar tu juego de preparación o bloquear líneas de pase, también podrás ver cómo los fanáticos locales y visitantes reaccionan al juego en tiempo real.ENTORNOS DE ESTADIO INMERSIVOS: Desde Anfield hasta el Parc des Princes o desde el Etihad hasta el Santiago Bernabéu, un nuevo sistema de iluminación diferida crea experiencias de fútbol muy realistas. Verás superficies de cancha, materiales del estadio, efectos atmosféricos, entrenadores, suplentes, administradores y multitudes locales y visitantes aún más realistas, todo esto unido para mejorar el juego en cada parte de los estadios más grandes del mundo.PREPARTIDO EN VIVO: Nuevas cinemáticas prepartido que crean una experiencia de juego sin precedentes para sumergirte en las imágenes y los sonidos del futbol en su máximo esplendor. Observa los autobuses de los equipos llegando al campo de juego antes del puntapié inicial, siente la algarabía de la afición antes de pasar por los molinetes y mira a los jugadores pasar por la zona de prensa antes de entrar al campo de juego.REALISMO A UN NUEVO NIVEL: La tecnología de nueva generación ofrece una mayor definición del físico de los jugadores. Con músculos que se relajan tras patear el balón, el cabello de las más grandes estrellas que responde con autenticidad al movimiento del jugador gracias a la tecnología de Frostbite™ y el realismo mejorado de los rostros y la ropa, el realismo dinámico de los mejores jugadores del mundo llega a otro nivel.ANIMACIONES MULTITÁCTILES RESPONSIVAS La nueva tecnología de juego mejora la calidad visual y la respuesta de las animaciones vinculadas con el balón, característica que te permitirá experimentar movimientos fluidos y realistas de los jugadores. Los jugadores ahora tienen más toques humanos contextuales, que reducen el movimiento robótico y mecánico.GOLES ESTUPENDOS: Algunos goles son mejores que otros. Las nuevas reacciones contextuales de jugadores, banco y afición responden a las distintas situaciones del partido para que sientas la emoción y el drama explosivos de un gol marcado en el último minuto o de un empate que salva a un equipo del descenso.HUMANIZACIÓN EN LOS PEQUEÑOS DETALLES: Desde ajustarse las espinilleras con dificultad en el minuto 89 a gritar para pedir un pase filtrado de un compañero, la humanización en los pequeños detalles crea textura de animación visual y comportamientos auténticos que te permitirán sentir toda la emoción del futbol en un nivel superior.ANIMACIONES MULTITÁCTILES RESPONSIVAS: La nueva tecnología de juego mejora la calidad visual y la respuesta de las animaciones vinculadas con el balón, característica que te permitirá experimentar movimientos fluidos y realistas de los jugadores. Los jugadores ahora tienen más toques humanos contextuales, que reducen el movimiento robótico y mecánico.INFORMACIÓN ADICIONALREGATEO ÁGIL: En el futbol, las situaciones de uno contra uno pueden crear oportunidades de gol que determinan el resultado de un partido. En FIFA 21, el nuevo sistema de regateo ágil te da más herramientas para que puedas lidiar contra un defensor de la mejor manera. El juego de pies veloz te dará mayor control y respuesta en las situaciones de uno contra uno y los movimientos hábiles nuevos, como el autopase y el arrastre de balón con finta de giro, te darán más opciones para dejar atrás a la defensa rival.PERSONALIDAD DE POSICIÓN: Estar en el lugar y en el momento indicados para recibir el balón, interceptar en el momento oportuno o hacer una entrada que rescata a la portería en el momento justo diferencia a los mejores jugadores del resto. En FIFA 21, la personalidad de posición eleva la inteligencia del jugador para que se equipare con la percepción del espacio y el tiempo en el mundo real, lo que permite que los mejores jugadores puedan anticipar la jugada, se muevan con más inteligencia en el campo de juego y tomen posiciones más ventajosas. Los delanteros de clase mundial contendrán la carrera para mantenerse en línea con el último defensor y no caer en fuera de lugar antes de tomar la mejor posición para atacar la portería, los creadores de jugadas buscarán espacios para jugar entre las líneas y los mejores defensores cerrarán los carriles de pase con eficacia para complicar las oportunidades del rival.CARRERAS CREATIVAS: Ofrecen opciones nuevas a la hora de influenciar el movimiento del equipo sin el balón. Esta característica revoluciona el armado de la jugada ofensiva en FIFA 21 y te permite quebrar la defensa de distintas maneras.Carreras dirigidas - Toma el control total de la dirección de las carreras de tus compañeros moviendo el stick/joystick derecho después de iniciar una carrera.Pase y movimiento dirigidos - Decide por dónde hará la carrera un compañero después de un pase moviendo el stick/joystick derecho de inmediato en la dirección deseada.Bloqueo de jugador - Pulsa ambos sticks/joysticks para bloquear a tu jugador actual durante el ataque. Para tener aún más control, mueve el stick/joystick derecho para soltar a un jugador bloqueado y controlar el movimiento de tu compañero de equipo antes de pedir un pase de devolución.MODO COMPETIDOR: El modo competencia replica el estilo de juego de los mejores jugadores de FIFA del mundo y le da a tu rival un mejor dominio de los movimientos hábiles, los tipos de regate y las tácticas. De esta forma, tu rival te supondrá un mayor desafío en las dificultades Legendario y Máxima.",https://simple.ripley.cl/ps5-fifa-21-2000381576406p,19/07/2021
2000379270927P,MORTAL KOMBAT 11,SONY,$29.990,Sin,"Sony, Playstation 4, Videojuegos",MORTAL KOMBAT 11Suma a tu catálogo de entretención un clásico renovado como Mortal Kombat 11 para PS4. Vive tardes de diversión gamer con esta entrega basada en el arte de la lucha y la habilidad de combinaciones. ¡Consigue este espectacular videojuego en Ripley.com!INFORMACIÓN ADICIONALGénero: Pelea,https://simple.ripley.cl/mortal-kombat-11-2000379270927p,19/07/2021
MPM00017379776,THE LEGO MARVEL COLLECTION PS4,WARNER BROS,$17.990,Sin,"Sony, Playstation 4, Videojuegos","<p>Mas informacion del juego</p>Los tres juegos mas epicos de lego marvel ahora disponibles en una sola referencia: lego marvel super heroes, lego vengadores y lego marvel super heroes 2.* LEGO Marvel Super Heroes: los jugadores toman el control de una gran lista de personajes mientras se unen para evitar que Loki y una gran cantidad de villanos de Marvel ensamblen una super arma capaz de destruir el mundo.* LEGO Marvels Avengers - ¡Salta al Universo Cinematografico de Marvel con personajes e historias de algunas de las peliculas aclamadas por la crítica y mas!* LEGO Marvel Super Heroes 2: ¡unete a tus superheroes y supervillanos favoritos de diferentes epocas y realidades mientras se enfrentan cara a cara con el viajero del tiempo Kang the Conqueror en la nueva y original aventura!",https://simple.ripley.cl/the-lego-marvel-collection-ps4-mpm00017379776,19/07/2021
MPM00015770264,FIFA 21 NEXT LEVEL US PS5 - CHILE,ELECTRONIC ARTS,$66.990,Sin,"Sony, Playstation 4, Videojuegos","Mas informacion sobre el productoLa nueva entrada del deporte más popular del planeta, EA SPORTS FIFA 21 promete llevar el juego rey a los niveles más altos posibles! No te pierdas esta nueva entrada y mira por que FIFA 21 es el mejor juego de FUTBOL disponible para las consolas de PS4, XB1, Nintendo Switch y las consolas de nueva generacion PS5 Y Xbox Series XGana como uno en EA SPORTS FIFA 21, con tecnología de Frostbite. Ya sea en la calle o en el estadio, FIFA 21 tiene más formas de jugar que nunca, incluida la UEFA Champions League y CONMEBOL Libertadores.",https://simple.ripley.cl/fifa-21-next-level-us-ps5-chile-mpm00015770264,19/07/2021
MPM00017819416,LEGO MARVEL COLLECTION PS4,NINTENDO,$23.900,Sin,"Sony, Playstation 4, Videojuegos","LEGO Marvel Collection incluye 3 juegos de acción de LEGO Marvel: LEGO Marvel Super Heroes, LEGO Marvel Vengadores y LEGO Marvel Super Heroes 2, ¡además de todo el contenido del pase de temporada de cada juego!",https://simple.ripley.cl/lego-marvel-collection-ps4-mpm00017819416,19/07/2021
MPM00014991762,WATCH DOGS LEGION PS4,UBISOFT,$59.990,Sin,"Sony, Playstation 4, Videojuegos",WATCH DOGS LEGION DE UBISOFT PARA PS4,https://simple.ripley.cl/watch-dogs-legion-ps4-mpm00014991762,19/07/2021
MPM00020550574,RESIDENT EVIL REVELATION 2 PS4,CAPCOM,$29.990,Sin,"Sony, Playstation 4, Videojuegos","Resident Evil Revelations 2 es un thriller de terror y supervivencia que presenta las historias entrelazadas de Claire Redfield y Barry Burton en 4 episodios jugables. La serie favorita en modo Asalto también regresa a lo grande, y ofrece incontables horas de juego.",https://simple.ripley.cl/resident-evil-revelation-2-ps4-mpm00020550574,19/07/2021
MPM00020550592,RESIDENT EVIL REVELATION PS4,CAPCOM,$29.990,Sin,"Sony, Playstation 4, Videojuegos","La historia tiene lugar antes de los ataques bioterroristas en Kijuju y en Lanshiang, cuando la BSAA aún era una organización en desarrollo. Aborda con Jill Valentine un barco fantasma en el mar Mediterráneo en busca de su antiguo compañero, Chris Redfield. Descubre la verdad oculta tras la destrucción de una ciudad flotante. O juega al modo asalto y disfruta de una oleada de muertes en modo cooperativo en red con los amigos.",https://simple.ripley.cl/resident-evil-revelation-ps4-mpm00020550592,19/07/2021
MPM00014645720,GOD OF WAR (LATAM) – PS4,SONY,$21.990,Sin,"Sony, Playstation 4, Videojuegos","Un comienzo totalmente nuevo: la venganza de Kratos contra los dioses del Olimpo ha quedado atrás y ahora vive como un hombre en las tierras de los dioses y monstruos nórdicos. Será en este mundo hostil y sin piedad donde deberá luchar para sobrevivir y donde deberá enseñar a su hijo a hacer lo mismo. Esta sorprendente recreación de God of War deconstruye los elementos centrales que definían la serie (un combate satisfactorio, una escala impresionante y una historia atrapante) y los combina de un modo totalmente nuevo.",https://simple.ripley.cl/god-of-war-latam-ps4-mpm00014645720,19/07/2021
MPM00014845578,THE SIMS 4 PS4,PLAYSTATION,$25.900,Sin,"Sony, Playstation 4, Videojuegos","Los Sims 4 es la cuarta entrega de la serie de videojuego de simulación social y de vida, Los Sims. El juego fue anunciado originalmente el 6 de mayo de 2013, ¿ y puesto en libertad el 2 de septiembre de 2014, para Microsoft Windows.",https://simple.ripley.cl/the-sims-4-ps4-mpm00014845578,19/07/2021
MPM00014645718,LITTLE BIG PLANET 3 – PS4,SONY,$24.990,Sin,"Sony, Playstation 4, Videojuegos","Únete a Sackboy y a su increíble equipo de nuevos amigos en una aventura salvaje por un mundo misterioso e inexplorado, lleno de sorpresas sin fin.Juega con los geniales talentos de OddSock, Swoop y Toggle mientras estos recién llegados trabajan al lado de Sackboy para resolver puzles y explorar el creativo planeta de Bunkum.También puedes sumergirte en la infinita creatividad de la comunidad global de LBP para jugar a los millones de niveles creados por los aficionados y, si te sientes inspirado, puedes hacerte con un montón de nuevas herramientas que te permitirán diseñar fácil y sencillamente tus propios juegos.",https://simple.ripley.cl/little-big-planet-3-ps4-mpm00014645718,19/07/2021
MPM00014287062,CAPTAIN TSUBASA PS4,SONY,$50.990,Sin,"Sony, Playstation 4, Videojuegos","Los mundos del fútbol y el anime convergen en Captain Tsubasa: Rise of New Champions, basado en la famosa serie Captain Tsubasa (Súper Campeones). El juego narra las hazañas atléticas de Tsubasa Ozora (Oliver Atom) mientras disfruta de su amor por el juego y avanza a través de las clasificaciones de múltiples ligas de fútbol. Captain Tsubasa: Rise of New Champions sumerge a los jugadores en un partido de fútbol lleno de acción que presenta un gameplay accesible y emocionante, con los mejores tiros característicos.",https://simple.ripley.cl/captain-tsubasa-ps4-mpm00014287062,19/07/2021
MPM00015565338,RAYMAN LEGENDS PS4 -US,UBISOFT,$10.990,Sin,"Sony, Playstation 4, Videojuegos",Mas informacion vendra pronto,https://simple.ripley.cl/rayman-legends-ps4-us-mpm00015565338,19/07/2021
MPM00015914140,DEVIL MAY CRY HD COLLECTION - PS4,PLAYSTATION,$29.990,Sin,"Sony, Playstation 4, Videojuegos","NEEKS PRESENTA: Devil May Cry HD Collection es una recopilación en HD que contiene los tres títulos originales de Devil May en alta definición. Devil May Cry, Devil May Cry 2 y Devil May Cry 3: Dante s Awakening Special Edition.Los tres juegos incluidos en Devil May Cry HD Collection incluyen gráficos remasterizados, superiores a los ya vistos en la generación pasada, además de 60 fps fluidos para contemplar con detalle la acción de esta trilogía.",https://simple.ripley.cl/devil-may-cry-hd-collection-ps4-mpm00015914140,19/07/2021
MPM00017386986,LEGO BATMAN 3 BEYOND GOTHAM PS4 - US,WARNER BROS,$14.990,Sin,"Sony, Playstation 4, Videojuegos","Mas informacion del producto<span class=""tlid-translation translation"" lang=""es""><span title="""">¡La franquicia de videojuegos LEGO Batman más vendida regresa en una aventura llena de acción fuera de este mundo!</span> <span title="""">En LEGO Batman 3: Beyond Gotham, el Caped Crusader une fuerzas con los superhéroes del universo DC Comics y despega hacia el espacio exterior para evitar que el malvado Brainiac destruya la Tierra.</span> <span title="""">Usando el poder de los Anillos de la Linterna, Brainiac encoge mundos para agregar a su retorcida colección de ciudades en miniatura de todo el universo.</span> <span class="""" title="""">Ahora los mejores superhéroes y los villanos más astutos deben unirse y viajar a diferentes mundos de linterna para recoger los anillos de linterna y detener a Brainiac antes de que sea demasiado tarde.</span></span>",https://simple.ripley.cl/lego-batman-3-beyond-gotham-ps4-us-mpm00017386986,19/07/2021
MPM00016088512,NIOH 2 PS4,SONY,$44.990,Sin,"Sony, Playstation 4, Videojuegos",NIOH 2 PARA PLAYSTATION 4 - JUEGO NUEVO SELLADO,https://simple.ripley.cl/nioh-2-ps4-mpm00016088512,19/07/2021
MPM00017819546,PROJECT CARS 3 PS4,NINTENDO,$43.900,Sin,"Sony, Playstation 4, Videojuegos","Project CARS 3 es la tercera entrega de la franquicia de carreras más vendida que trae todas las intensas emociones, emociones y diversión del vibrante mundo del automovilismo a una vida vívida a medida que los jugadores emprenden un nuevo y emocionante viaje de carrera que los convierte en guerreros de fin de semana. a la leyenda de las carreras.Nuevo en la franquicia es un metajuego profundamente atractivo que desafía a los jugadores a correr duro y ganar créditos en el juego con los que comprar y poseer cientos de autos de las marcas más elitistas del mundo y competir en circuitos dinámicos y espectaculares en todo el mundo con impresionantes condiciones para todo clima, todas las estaciones.Los créditos ganados por la carrera y XP también atraerán a los jugadores a comprar mejoras de rendimiento auténticas y opciones de personalización para su estable de autos exclusivos, incluyendo ruedas, neumáticos, kits de carrocería, llantas, así como opciones de personalización para crear sus propios personajes de héroes de carreras.Con una experiencia de controlador completamente rediseñada e inigualable, un modelo de manejo aún más preciso y divertido, ajustes de habilidades ajustables para cada nivel de conductor y cada elemento de las carreras afectadas por el clima, Project CARS 3 es la evolución más grande, más emocionante y auténtica hacia lo definitivo. franquicia de carreras.",https://simple.ripley.cl/project-cars-3-ps4-mpm00017819546,19/07/2021
MPM00014287124,WWE 2K BATTLEGROUND,SONY,$36.990,Sin,"Sony, Playstation 4, Videojuegos","Wwe 2k BattlegroundEl mundo de la WWE es tu campo de batalla. ¡Únete a intensos combates arcade nunca vistos y haz que tus Superstars y leyendas de la WWE preferidas luchen entre sí por todo el mundo en peculiares entornos interactivos! ¡Compite usando habilidades especiales y potenciadores en tipos de combate como Steel Cage, Royal Rumble y muchos más!¡Lucha por todo el mundo!Juega a un nuevo modo historia contado a través de un cómic junto a Paul Heyman y Stone Cold Steve Austin, y ayuda a encontrar a las nuevas Superstars de la WWE mientras desbloqueas nuevos personajes y Battlegrounds.¡Es tu Battleground!¡Aduéñate de WWE 2K Battlegrounds con montones de partes de personalización mientras creas, personalizas y editas tus personajes y Battlegrounds!¡Lucha con tus amigos - En línea o desde el sofá!¡Compite en torneos online o reclama tu derecho a ser el King of the Battleground contra jugadores de todo el mundo! O pelea en el multijugador local y somete a tus amigos.",https://simple.ripley.cl/wwe-2k-battleground-mpm00014287124,19/07/2021
MPM00014287142,DRAGON BALL FIGHTER Z PS4,SONY,$22.990,Sin,"Sony, Playstation 4, Videojuegos","Dragon Ball FighterZ es un videojuego de lucha en 2D desarrollado por Arc System Works y distribuido por Bandai Namco Entertainment, basado en la franquicia Dragon Ball, Soporta 3 vs3 Tag. Permite a los jugadores entrenar y manejar el estilo de más de un jugador, con lo que se consigue una jugabilidad más profunda, excelentes Gráficos Anime, el juego combina el poder del motor Unreal y el talento del equipo de Arc System Works. Dragon Ball FighterZ es una hazaña-de-fuerza, luchas espectaculares, disfruta de combos en el aire, escenarios que se pueden destruir y escenas famosas del anime de Dragon Ball a una resolución de 60FPS y 1080p.",https://simple.ripley.cl/dragon-ball-fighter-z-ps4-mpm00014287142,19/07/2021
